PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
31,6233|623|62|6,1.623331.181,מיסים וביטוח לאומי,,,,954000,
32,6233|623|62|6,1.623332.182,קופות גמל והשתלמות,,,,1178000,
32,6233|623|62|6,1.623332.230,משימות חולפות011,,,,687000,
34,6233|623|62|6,1.623334.621,הוצאות משפטיות,,,,1580000,
35,6233|623|62|6,1.623335.752,חקירות ואיתור כתובות,,,,5690000,
36,6233|623|62|6,1.623336.753,שימוש במאגרי מידע,,,,940000,
38,6233|623|62|6,1.623338.755,הדפסת הודעות תשלום בשיטת המעטפות,,,,1482000,
32,6233|623|62|6,1.623332.758,תש' למוסדות בגין איתור ועיקול חש,,,,9480000,
33,6233|623|62|6,1.623333.759,הערות אזהרה ברשם המקרקעין,,,,60000,
33,6233|623|62|6,1.623333.783,מוקד גביה טלפוני בכרטיסי אשראי,,,,1100000,
49,6233|623|62|6,1.623349.110,משכורת כוללת,,,,4437000,
46,6233|623|62|6,1.623346.124,החזר הוצאות,,,,352000,
48,6233|623|62|6,1.623348.126,הבראה,,,,277000,
49,6233|623|62|6,1.623349.127,השתתפות באחזקת רכב046,,,,833000,
44,6233|623|62|6,1.623344.130,תשלומים מיוחדים,,,,938000,
46,6233|623|62|6,1.623346.181,מיסים וביטוח לאומי,,,,916000,
47,6233|623|62|6,1.623347.182,קופות גמל והשתלמות,,,,1056000,
47,6233|623|62|6,1.623347.230,משימות חולפות05,,,,237000,
49,6233|623|62|6,1.623349.751,רישום והוצאת מעוקלים,,,,4132000,
55,6233|623|62|6,1.623355.110,משכורת כוללת,,,,4080000,
52,6233|623|62|6,1.623352.124,החזר הוצאות,,,,344000,
54,6233|623|62|6,1.623354.126,הבראה,,,,268000,
55,6233|623|62|6,1.623355.127,השתתפות באחזקת רכב054,,,,1063000,
59,6233|623|62|6,1.623359.130,תשלומים מיוחדים,,,,938000,
52,6233|623|62|6,1.623352.181,מיסים וביטוח לאומי,,,,916000,
53,6233|623|62|6,1.623353.182,קופות גמל והשתלמות,,,,1056000,
53,6233|623|62|6,1.623353.230,משימות חולפות05,,,,377000,
55,6233|623|62|6,1.623355.751,חוות דעת ע י גו ח,,,,120000,
61,6233|623|62|6,1.623361.110,משכורת כוללת,,,,8839000,
67,6233|623|62|6,1.623367.124,החזר הוצאות,,,,700000,
69,6233|623|62|6,1.623369.126,הבראה,,,,527000,
61,6233|623|62|6,1.623361.127,השתתפות באחזקת רכב 089,,,,1203000,
65,6233|623|62|6,1.623365.130,תשלומים מיוחדים,,,,1757000,
67,6233|623|62|6,1.623367.181,מיסים וביטוח לאומי,,,,1756000,
68,6233|623|62|6,1.623368.182,קופות גמל והשתלמות,,,,2467000,
68,6233|623|62|6,1.623368.230,משימות חולפות010,,,,530000,
82,6233|623|62|6,1.623382.110,משכורת כוללת,,,,1561000,
88,6233|623|62|6,1.623388.124,החזר הוצאות,,,,152000,
81,6233|623|62|6,1.623381.126,הבראה,,,,72000,
82,6233|623|62|6,1.623382.127,השתתפות באחזקת רכב024,,,,354000,
86,6233|623|62|6,1.623386.130,תשלומים מיוחדים,,,,314000,
88,6233|623|62|6,1.623388.181,מיסים וביטוח לאומי,,,,334000,
89,6233|623|62|6,1.623389.182,קופות גמל והשתלמות,,,,380000,
89,6233|623|62|6,1.623389.230,משימות חולפות02,,,,128000,
82,6233|623|62|6,1.623382.670,סעיפים שאינם חוזרים,,,,0,
82,6233|623|62|6,1.623382.695,תקשורת  ציוד והתקנה,,,,365000,
82,6233|623|62|6,1.623382.751,מוקד בירורים וגביה באשראי0מים,,,,700000,
97,6233|623|62|6,1.623397.110,משכורת כוללת,,,,1146000,
94,6233|623|62|6,1.623394.124,החזר הוצאות,,,,95000,
96,6233|623|62|6,1.623396.126,הבראה,,,,68000,
97,6233|623|62|6,1.623397.127,השתתפות באחזקת רכב015,,,,304000,
92,6233|623|62|6,1.623392.130,תשלומים מיוחדים,,,,247000,
91,6233|623|62|6,1.623391.170,סעיף שאינו חוזר,,,,0,
94,6233|623|62|6,1.623394.181,מיסים וביטוח לאומי,,,,241000,
95,6233|623|62|6,1.623395.182,קופות גמל והשתלמות,,,,285000,
19,6234|623|62|6,1.623419.110,משכורת כוללת,,,,855000,
16,6234|623|62|6,1.623416.124,החזר הוצאות,,,,34000,
18,6234|623|62|6,1.623418.126,הבראה,,,,41000,
19,6234|623|62|6,1.623419.127,השתתפות באחזקת רכב 06,,,,97000,
14,6234|623|62|6,1.623414.130,תשלומים מיוחדים,,,,124000,
16,6234|623|62|6,1.623416.181,מיסים וביטוח לאומי,,,,175000,
17,6234|623|62|6,1.623417.182,קופות גמל והשתלמות,,,,183000,
16,6234|623|62|6,1.623416.310,שעות נוספות רשומות,,,,170000,
13,6234|623|62|6,1.623413.340,שעות נוספות מיוחדות,,,,33000,
11,6234|623|62|6,1.623411.411,שכר דירה,,,,2800000,
17,6234|623|62|6,1.623417.433,ביטוח,,,,182000,
12,6234|623|62|6,1.623412.437,שמירה,,,,170000,
14,6234|623|62|6,1.623414.439,אחזקת בניני העיריה0השתתפות,,,,250000,
12,6234|623|62|6,1.623412.461,צרכי משרד,,,,160000,
13,6234|623|62|6,1.623413.462,ספרים ועתונים,,,,4000,
14,6234|623|62|6,1.623414.463,טלפונים,,,,87000,
15,6234|623|62|6,1.623415.464,דאר,,,,411000,
13,6234|623|62|6,1.623413.510,נסיעות  ואש ל,,,,80000,
16,6234|623|62|6,1.623416.521,הדרכה וכנסים,,,,33000,
17,6234|623|62|6,1.623417.522,גיבוש יחידתי,,,,17000,
18,6234|623|62|6,1.623418.531,אחזקת רכב,,,,65000,
19,6234|623|62|6,1.623419.532,בטוח רכב,,,,195000,
11,6234|623|62|6,1.623411.533,שכירת רכב ורכב עירוני,,,,43000,
12,6234|623|62|6,1.623412.534,דלק ושמן,,,,30000,
11,6234|623|62|6,1.623411.541,אחזקת מכשירי קשר,,,,132000,
16,6234|623|62|6,1.623416.610,כיבודים,,,,75000,
19,6234|623|62|6,1.623419.621,הוצאות משפטיות 0 אגרות,,,,1400000,
11,6234|623|62|6,1.623411.622,הוצאות משפטיות 0 עו ד,,,,1600000,
11,6234|623|62|6,1.623411.671,סעיפים שאינם חוזרים,,,,0,
12,6234|623|62|6,1.623412.680,הוצאות מיוחדות,,,,10000,
15,6234|623|62|6,1.623415.691,מערכות מידע ומחשוב,,,,2220000,
17,6234|623|62|6,1.623417.693,מחשוב יחידתי,,,,109000,
19,6234|623|62|6,1.623419.751,שימוש במאגרי מידע,,,,30000,
11,6234|623|62|6,1.623411.752,חקירות לאתור כתובות,,,,80000,
12,6234|623|62|6,1.623412.753,תשלום למפיצי כרטיסים עירוניים,,,,944000,
13,6234|623|62|6,1.623413.754,מוקד גביה טלפוני באשראי,,,,45000,
15,6234|623|62|6,1.623415.756,הדפסת הודעות תשלום,,,,85000,
16,6234|623|62|6,1.623416.757,תשלום על שרותי אכיפה של גו ח,,,,860000,
18,6234|623|62|6,1.623418.759,ייעוץ מקצועי,,,,100000,
16,6234|623|62|6,1.623416.781,חניה באמצעות טלפון סלולרי,,,,2993000,
18,6234|623|62|6,1.623418.783,קשר עם לקוחות,,,,20000,
13,6234|623|62|6,1.623413.932,ציוד וריהוט משרדי,,,,50000,
31,6234|623|62|6,1.623431.110,משכורת כוללת,,,,2537000,
37,6234|623|62|6,1.623437.124,החזר הוצאות,,,,243000,
39,6234|623|62|6,1.623439.126,הבראה,,,,205000,
31,6234|623|62|6,1.623431.127,השתתפות באחזקת רכב 0 24,,,,617000,
35,6234|623|62|6,1.623435.130,תשלומים מיוחדים,,,,731000,
37,6234|623|62|6,1.623437.181,מיסים וביטוח לאומי,,,,601000,
38,6234|623|62|6,1.623438.182,קופות גמל והשתלמות,,,,460000,
38,6234|623|62|6,1.623438.230,משימות חולפות06,,,,311000,
52,6234|623|62|6,1.623452.110,משכורת כוללת,,,,1866000,
58,6234|623|62|6,1.623458.124,החזר הוצאות,,,,182000,
51,6234|623|62|6,1.623451.126,הבראה,,,,147000,
52,6234|623|62|6,1.623452.127,השתתפות באחזקת רכב 0 31,,,,558000,
56,6234|623|62|6,1.623456.130,תשלומים מיוחדים,,,,572000,
58,6234|623|62|6,1.623458.181,מיסים וביטוח לאומי,,,,503000,
59,6234|623|62|6,1.623459.182,קופות גמל והשתלמות,,,,496000,
59,6234|623|62|6,1.623459.230,משימות חולפות010,,,,559000,
52,6234|623|62|6,1.623452.751,מדידות,,,,50000,
53,6234|623|62|6,1.623453.760,בגדי עבודה,,,,36000,
58,6234|623|62|6,1.623458.781,הוצ' דמי שילוט ואגרות לעיריית רמ,,,,384000,
73,6234|623|62|6,1.623473.110,משכורת כוללת,,,,989000,
79,6234|623|62|6,1.623479.124,החזר הוצאות,,,,52000,
72,6234|623|62|6,1.623472.126,הבראה,,,,44000,
73,6234|623|62|6,1.623473.127,השתתפות באחזקת רכב 0 5,,,,196000,
77,6234|623|62|6,1.623477.130,תשלומים מיוחדים,,,,188000,
79,6234|623|62|6,1.623479.181,מיסים וביטוח לאומי,,,,190000,
71,6234|623|62|6,1.623471.182,קופות גמל והשתלמות,,,,161000,
16,6235|623|62|6,1.623516.110,משכורת כוללת,,,,1255000,
13,6235|623|62|6,1.623513.124,החזר הוצאות,,,,61000,
15,6235|623|62|6,1.623515.126,הבראה,,,,51000,
16,6235|623|62|6,1.623516.127,השתתפות באחזקת רכב 0 10,,,,202000,
11,6235|623|62|6,1.623511.130,תשלומים מיוחדים,,,,130000,
13,6235|623|62|6,1.623513.181,מיסים וביטוח לאומי,,,,245000,
14,6235|623|62|6,1.623514.182,קופות גמל והשתלמות,,,,266000,
14,6235|623|62|6,1.623514.230,משימה חולפת01,,,,61000,
13,6235|623|62|6,1.623513.310,שעות נוספות רשומות,,,,136000,
19,6235|623|62|6,1.623519.340,שעות נוספות מיוחדות,,,,1000,
14,6235|623|62|6,1.623514.433,ביטוח,,,,89000,
15,6235|623|62|6,1.623515.434,תקוני מבנים  מתקנים ואינונטר,,,,4000,
11,6235|623|62|6,1.623511.439,אחזקת בניני העיריה0השתתפות,,,,40000,
18,6235|623|62|6,1.623518.461,צרכי משרד,,,,70000,
19,6235|623|62|6,1.623519.462,ספרים ועתונים,,,,9000,
11,6235|623|62|6,1.623511.463,טלפונים,,,,1000,
12,6235|623|62|6,1.623512.464,דאר,,,,30000,
19,6235|623|62|6,1.623519.510,נסיעות  ואש ל,,,,2000,
13,6235|623|62|6,1.623513.521,הדרכה וכנסים,,,,15000,
14,6235|623|62|6,1.623514.522,גיבוש יחידתי,,,,7000,
15,6235|623|62|6,1.623515.531,אחזקת רכב,,,,5000,
16,6235|623|62|6,1.623516.532,ביטוח רכב,,,,11000,
17,6235|623|62|6,1.623517.533,שכירת רכב ורכב עירוני,,,,40000,
18,6235|623|62|6,1.623518.534,דלק ושמן,,,,20000,
17,6235|623|62|6,1.623517.541,אחזקת מכשירי קשר,,,,21000,
13,6235|623|62|6,1.623513.610,כיבודים,,,,12000,
16,6235|623|62|6,1.623516.621,הוצאות משפטיות 0 אגרות,,,,45000,
17,6235|623|62|6,1.623517.671,סעיפים שאינם חוזרים,,,,0,
18,6235|623|62|6,1.623518.680,הוצאות מיוחדות,,,,10000,
12,6235|623|62|6,1.623512.691,מערכות מידע ומחשוב,,,,990000,
14,6235|623|62|6,1.623514.693,מחשוב יחידתי,,,,39000,
16,6235|623|62|6,1.623516.695,תקשורת  ציוד והתקנה,,,,5000,
16,6235|623|62|6,1.623516.710,הובלות וסבלות,,,,23000,
16,6235|623|62|6,1.623516.751,יעוץ מקצועי,,,,244000,
18,6235|623|62|6,1.623518.753,אחזקת מכונות תשלום,,,,16000,
19,6235|623|62|6,1.623519.932,ציוד ורהוט משרדי,,,,15000,
22,6235|623|62|6,1.623522.110,משכורת כוללת,,,,945000,
28,6235|623|62|6,1.623528.124,החזר הוצאות,,,,97000,
21,6235|623|62|6,1.623521.126,הבראה,,,,64000,
22,6235|623|62|6,1.623522.127,השתתפות באחזקת רכב 08,,,,189000,
26,6235|623|62|6,1.623526.130,תשלומים מיוחדים,,,,201000,
28,6235|623|62|6,1.623528.181,מיסים וביטוח לאומי,,,,194000,
29,6235|623|62|6,1.623529.182,קופות גמל והשתלמות,,,,212000,
37,6235|623|62|6,1.623537.110,משכורת כוללת,,,,862000,
34,6235|623|62|6,1.623534.124,החזר הוצאות,,,,51000,
36,6235|623|62|6,1.623536.126,הבראה,,,,40000,
37,6235|623|62|6,1.623537.127,השתתפות באחזקת רכב 0 9,,,,161000,
32,6235|623|62|6,1.623532.130,תשלומים מיוחדים,,,,145000,
31,6235|623|62|6,1.623531.170,סעיף שאינו חוזר,,,,0,
34,6235|623|62|6,1.623534.181,מיסים וביטוח לאומי,,,,163000,
35,6235|623|62|6,1.623535.182,קופות גמל והשתלמות,,,,168000,
37,6235|623|62|6,1.623537.621,הוצאות משפטיות 0 אגרות,,,,5000,
38,6235|623|62|6,1.623538.622,הוצאות משפטיות עו ד,,,,10000,
39,6235|623|62|6,1.623539.753,שימוש במאגרי מידע,,,,2000,
43,6235|623|62|6,1.623543.110,משכורת כוללת,,,,1766000,
49,6235|623|62|6,1.623549.124,החזר הוצאות,,,,84000,
42,6235|623|62|6,1.623542.126,הבראה,,,,58000,
43,6235|623|62|6,1.623543.127,השתתפות באחזקת רכב 0 12,,,,315000,
47,6235|623|62|6,1.623547.130,תשלומים מיוחדים,,,,192000,
49,6235|623|62|6,1.623549.181,מיסים וביטוח לאומי,,,,325000,
41,6235|623|62|6,1.623541.182,קופות גמל והשתלמות,,,,385000,
46,6235|623|62|6,1.623546.340,שעות נוספות מיוחדות,,,,95000,
47,6235|623|62|6,1.623547.755,שמאות להיטל השבחה,,,,10400000,
48,6235|623|62|6,1.623548.756,שמאות לירידת ערך,,,,680000,
13,6236|623|62|6,1.623613.110,משכורת כוללת,,,,4106000,
19,6236|623|62|6,1.623619.124,החזר הוצאות,,,,414000,
12,6236|623|62|6,1.623612.126,הבראה,,,,136000,
13,6236|623|62|6,1.623613.127,השתתפות באחזקת רכב 0 53,,,,850000,
17,6236|623|62|6,1.623617.130,תשלומים מיוחדים,,,,897000,
16,6236|623|62|6,1.623616.170,סעיף שאינו חוזר,,,,0,
19,6236|623|62|6,1.623619.181,מיסים וביטוח לאומי,,,,1102000,
11,6236|623|62|6,1.623611.182,קופות גמל והשתלמות,,,,834000,
19,6236|623|62|6,1.623619.310,שעות נוספות רשומות,,,,1802000,
16,6236|623|62|6,1.623616.340,שעות נוספות מיוחדות,,,,307000,
14,6236|623|62|6,1.623614.411,שכר דירה,,,,3700000,
11,6236|623|62|6,1.623611.433,ביטוח,,,,706000,
12,6236|623|62|6,1.623612.434,תקוני מבנים  מתקנים ואינונטר,,,,30000,
17,6236|623|62|6,1.623617.439,אחזקת בניני העיריה0השתתפות,,,,3010000,
15,6236|623|62|6,1.623615.461,צרכי משרד,,,,646000,
16,6236|623|62|6,1.623616.462,ספרים ועתונים,,,,8000,
17,6236|623|62|6,1.623617.463,טלפונים,,,,161000,
18,6236|623|62|6,1.623618.464,דאר,,,,141000,
16,6236|623|62|6,1.623616.510,נסיעות ואשל,,,,45000,
19,6236|623|62|6,1.623619.521,הדרכה וכנסים,,,,129000,
11,6236|623|62|6,1.623611.522,גיבוש יחידתי,,,,68000,
12,6236|623|62|6,1.623612.531,אחזקת רכב,,,,176000,
13,6236|623|62|6,1.623613.532,ביטוח רכב,,,,388000,
14,6236|623|62|6,1.623614.533,שכירת רכב ורכב עירוני,,,,80000,
15,6236|623|62|6,1.623615.534,דלק ושמן,,,,169000,
14,6236|623|62|6,1.623614.541,אחזקת מכשירי קשר,,,,165000,
19,6236|623|62|6,1.623619.610,כיבודים,,,,63000,
13,6236|623|62|6,1.623613.670,סעיפים שאינם חוזרים,,,,0,
15,6236|623|62|6,1.623615.680,הוצאות מיוחדות,,,,23000,
18,6236|623|62|6,1.623618.691,מערכות מידע ומחשוב,,,,14270000,
11,6236|623|62|6,1.623611.693,מחשוב יחידתי,,,,417000,
13,6236|623|62|6,1.623613.695,תקשורת  ציוד והתקנה,,,,73000,
16,6236|623|62|6,1.623616.721,חמרי ניקיון,,,,15000,
13,6236|623|62|6,1.623613.751,סקר עדכון שטחים שימושים ומחזיקים,,,,300000,
14,6236|623|62|6,1.623614.752,מדידת בתים חדשים,,,,320000,
15,6236|623|62|6,1.623615.753,שימוש במאגרי מידע,,,,106000,
16,6236|623|62|6,1.623616.754,סקרים יזומים ע ב הצלחה,,,,500000,
18,6236|623|62|6,1.623618.756,יעוץ מגורמי חוץ,,,,14000,
19,6236|623|62|6,1.623619.781,שתיה,,,,24000,
11,6236|623|62|6,1.623611.782,סריקת מסמכים,,,,316000,
12,6236|623|62|6,1.623612.783,גניזת מסמכים,,,,30000,
16,6236|623|62|6,1.623616.932,ציוד וריהוט משרדי,,,,217000,
18,6236|623|62|6,1.623618.934,ציוד תפעולי,,,,46000,
28,6236|623|62|6,1.623628.110,משכורת כוללת,,,,5643000,
25,6236|623|62|6,1.623625.124,החזר הוצאות,,,,691000,
27,6236|623|62|6,1.623627.126,הבראה,,,,380000,
28,6236|623|62|6,1.623628.127,השתתפות באחזקת רכב 0 97,,,,1425000,
23,6236|623|62|6,1.623623.130,תשלומים מיוחדים,,,,1264000,
25,6236|623|62|6,1.623625.181,מיסים וביטוח לאומי,,,,1254000,
26,6236|623|62|6,1.623626.182,קופות גמל והשתלמות,,,,1290000,
26,6236|623|62|6,1.623626.230,משימות חולפות04,,,,277000,
34,6236|623|62|6,1.623634.110,משכורת כוללת,,,,1040000,
31,6236|623|62|6,1.623631.124,החזר הוצאות,,,,80000,
33,6236|623|62|6,1.623633.126,הבראה,,,,82000,
34,6236|623|62|6,1.623634.127,השתתפות באחזקת רכב 0 24,,,,334000,
38,6236|623|62|6,1.623638.130,תשלומים מיוחדים,,,,181000,
37,6236|623|62|6,1.623637.170,סעיף שאינו חוזר,,,,0,
31,6236|623|62|6,1.623631.181,מיסים וביטוח לאומי,,,,222000,
32,6236|623|62|6,1.623632.182,קופות גמל והשתלמות,,,,257000,
49,6236|623|62|6,1.623649.110,משכורת כוללת,,,,2750000,
46,6236|623|62|6,1.623646.124,החזר הוצאות,,,,217000,
48,6236|623|62|6,1.623648.126,הבראה,,,,300000,
49,6236|623|62|6,1.623649.127,השתתפות באחזקת רכב 0 39,,,,690000,
44,6236|623|62|6,1.623644.130,תשלומים מיוחדים,,,,574000,
43,6236|623|62|6,1.623643.170,סעיף שאינו חוזר,,,,0,
46,6236|623|62|6,1.623646.181,מיסים וביטוח לאומי,,,,587000,
47,6236|623|62|6,1.623647.182,קופות גמל והשתלמות,,,,626000,
55,6236|623|62|6,1.623655.110,משכורת כוללת,,,,728000,
52,6236|623|62|6,1.623652.124,החזר הוצאות,,,,91000,
54,6236|623|62|6,1.623654.126,הבראה,,,,59000,
55,6236|623|62|6,1.623655.127,השתתפות באחזקת רכב 0 13,,,,173000,
59,6236|623|62|6,1.623659.130,תשלומים מיוחדים,,,,214000,
58,6236|623|62|6,1.623658.170,סעיף שאינו חוזר,,,,0,
52,6236|623|62|6,1.623652.181,מיסים וביטוח לאומי,,,,164000,
53,6236|623|62|6,1.623653.182,קופות גמל והשתלמות,,,,182000,
61,6236|623|62|6,1.623661.110,משכורת כוללת,,,,2519000,
67,6236|623|62|6,1.623667.124,החזר הוצאות,,,,310000,
69,6236|623|62|6,1.623669.126,הבראה,,,,125000,
61,6236|623|62|6,1.623661.127,השתתפות באחזקת רכב 0 44,,,,670000,
65,6236|623|62|6,1.623665.130,תשלומים מיוחדים,,,,636000,
67,6236|623|62|6,1.623667.181,מיסים וביטוח לאומי,,,,599000,
68,6236|623|62|6,1.623668.182,קופות גמל והשתלמות,,,,678000,
68,6236|623|62|6,1.623668.230,משימות חולפות06,,,,363000,
61,6236|623|62|6,1.623661.751,סקר נכסים,,,,470000,
63,6236|623|62|6,1.623663.753,מדידת נכסי מגורים,,,,750000,
67,6236|623|62|6,1.623667.781,הוצאות שונות,,,,194000,
76,6236|623|62|6,1.623676.110,משכורת כוללת,,,,806000,
73,6236|623|62|6,1.623673.124,החזר הוצאות,,,,82000,
75,6236|623|62|6,1.623675.126,הבראה,,,,24000,
76,6236|623|62|6,1.623676.127,השתתפות באחזקת רכב014,,,,185000,
71,6236|623|62|6,1.623671.130,תשלומים מיוחדים,,,,151000,
79,6236|623|62|6,1.623679.170,סעיף שאינו חוזר,,,,0,
73,6236|623|62|6,1.623673.181,מיסים וביטוח לאומי,,,,162000,
74,6236|623|62|6,1.623674.182,קופות גמל והשתלמות,,,,206000,
82,6236|623|62|6,1.623682.110,משכורת כוללת,,,,1467000,
88,6236|623|62|6,1.623688.124,החזר הוצאות,,,,248000,
81,6236|623|62|6,1.623681.126,הבראה,,,,156000,
82,6236|623|62|6,1.623682.127,השתתפות באחזקת רכב031,,,,180000,
86,6236|623|62|6,1.623686.130,תשלומים מיוחדים,,,,625000,
88,6236|623|62|6,1.623688.181,מיסים וביטוח לאומי,,,,371000,
89,6236|623|62|6,1.623689.182,קופות גמל והשתלמות,,,,612000,
89,6236|623|62|6,1.623689.230,משימות חולפות03,,,,192000,
19,6237|623|62|6,1.623719.110,משכורת כוללת,,,,712000,
16,6237|623|62|6,1.623716.124,החזר הוצאות,,,,40000,
18,6237|623|62|6,1.623718.126,הבראה,,,,40000,
19,6237|623|62|6,1.623719.127,השתתפות באחזקת רכב 0 6,,,,98000,
14,6237|623|62|6,1.623714.130,תשלומים מיוחדים,,,,131000,
13,6237|623|62|6,1.623713.170,סעיף שאינו חוזר,,,,0,
16,6237|623|62|6,1.623716.181,מיסים וביטוח לאומי,,,,252000,
17,6237|623|62|6,1.623717.182,קופות גמל והשתלמות,,,,148000,
16,6237|623|62|6,1.623716.310,שעות נוספות רשומות,,,,756000,
13,6237|623|62|6,1.623713.340,שעות נוספות מיוחדות,,,,166000,
11,6237|623|62|6,1.623711.411,שכר דירה,,,,200000,
17,6237|623|62|6,1.623717.433,ביטוח,,,,360000,
18,6237|623|62|6,1.623718.434,תקוני מבנים  מתקנים ואינונטר,,,,32000,
19,6237|623|62|6,1.623719.435,חשמל ואנרגיה,,,,20000,
14,6237|623|62|6,1.623714.439,אחזקת בניני העיריה0השתתפות,,,,1220000,
12,6237|623|62|6,1.623712.461,צרכי משרד,,,,600000,
13,6237|623|62|6,1.623713.462,ספרים ועתונים,,,,6000,
14,6237|623|62|6,1.623714.463,טלפונים,,,,480000,
15,6237|623|62|6,1.623715.464,דאר,,,,7010000,
13,6237|623|62|6,1.623713.510,נסיעות  ואש ל,,,,22000,
16,6237|623|62|6,1.623716.521,הדרכה וכנסים,,,,70000,
17,6237|623|62|6,1.623717.522,גיבוש יחידתי,,,,35000,
18,6237|623|62|6,1.623718.531,אחזקת רכב,,,,26000,
19,6237|623|62|6,1.623719.532,ביטוח רכב,,,,17000,
11,6237|623|62|6,1.623711.533,שכירת רכב ורכב עירוני,,,,42000,
12,6237|623|62|6,1.623712.534,דלק ושמן,,,,50000,
11,6237|623|62|6,1.623711.541,אחזקת מכשירי קשר,,,,80000,
16,6237|623|62|6,1.623716.610,כיבודים,,,,238000,
19,6237|623|62|6,1.623719.621,הוצאות משפטיות,,,,50000,
19,6237|623|62|6,1.623719.670,סעיף שאינו חוזר,,,,0,
12,6237|623|62|6,1.623712.680,הוצאות מיוחדות,,,,34000,
15,6237|623|62|6,1.623715.691,מערכות מידע ומחשוב,,,,3320000,
17,6237|623|62|6,1.623717.693,מחשוב יחידתי,,,,80000,
13,6237|623|62|6,1.623713.721,חומרים,,,,20000,
11,6237|623|62|6,1.623711.752,העסקת שוטרים,,,,250000,
12,6237|623|62|6,1.623712.753,הדפסת תווי חניה,,,,190000,
13,6237|623|62|6,1.623713.754,תשלום לחברה לאוטומציה,,,,320000,
14,6237|623|62|6,1.623714.755,דמי חבר וספרות מקצועית,,,,13000,
16,6237|623|62|6,1.623716.757,איתוראן,,,,20000,
17,6237|623|62|6,1.623717.758,מוקד טלפוני לתשלום בכרטיסי אשראי,,,,700000,
18,6237|623|62|6,1.623718.759,משלוח תווי חניה,,,,500000,
16,6237|623|62|6,1.623716.781,סריקה,,,,100000,
17,6237|623|62|6,1.623717.782,מפות אזורי חנייה,,,,30000,
18,6237|623|62|6,1.623718.783,שרות משלוח מסרונים,,,,10000,
17,6237|623|62|6,1.623717.790,עתודה לאכיפת גבית חובות חניה,,,,70000,
13,6237|623|62|6,1.623713.932,ציוד וריהוט משרדי,,,,45000,
15,6237|623|62|6,1.623715.934,ציוד תפעולי,,,,35000,
25,6237|623|62|6,1.623725.110,משכורת כוללת,,,,5308000,
22,6237|623|62|6,1.623722.124,החזר הוצאות,,,,491000,
24,6237|623|62|6,1.623724.126,הבראה,,,,310000,
25,6237|623|62|6,1.623725.127,השתתפות באחזקת רכב 0 62,,,,1022000,
29,6237|623|62|6,1.623729.130,תשלומים מיוחדים,,,,1106000,
22,6237|623|62|6,1.623722.181,מיסים וביטוח לאומי,,,,1143000,
23,6237|623|62|6,1.623723.182,קופות גמל והשתלמות,,,,1355000,
23,6237|623|62|6,1.623723.230,משימות חולפות06,,,,592000,
31,6237|623|62|6,1.623731.110,משכורת כוללת,,,,1602000,
37,6237|623|62|6,1.623737.124,החזר הוצאות,,,,134000,
39,6237|623|62|6,1.623739.126,הבראה,,,,89000,
31,6237|623|62|6,1.623731.127,השתתפות באחזקת רכב 0 14,,,,316000,
35,6237|623|62|6,1.623735.130,תשלומים מיוחדים,,,,269000,
34,6237|623|62|6,1.623734.170,סעיף שאינו חוזר,,,,0,
37,6237|623|62|6,1.623737.181,מיסים וביטוח לאומי,,,,312000,
38,6237|623|62|6,1.623738.182,קופות גמל והשתלמות,,,,334000,
31,6237|623|62|6,1.623731.751,חקירות ואיתור כתובות,,,,1240000,
32,6237|623|62|6,1.623732.752,רישום מעוקלים,,,,4815000,
33,6237|623|62|6,1.623733.753,הוצאת ואחסנת מעוקלים,,,,3650000,
34,6237|623|62|6,1.623734.754,שאילתות ועיקולי רכב,,,,4265000,
37,6237|623|62|6,1.623737.757,תש' לבנקים על איתור ועיקול חשב,,,,2300000,
38,6237|623|62|6,1.623738.758,הפקת צווים,,,,375000,
46,6237|623|62|6,1.623746.110,משכורת כוללת,,,,2432000,
43,6237|623|62|6,1.623743.124,החזר הוצאות,,,,175000,
45,6237|623|62|6,1.623745.126,הבראה,,,,110000,
46,6237|623|62|6,1.623746.127,השתתפות באחזקת רכב 0 20,,,,360000,
41,6237|623|62|6,1.623741.130,תשלומים מיוחדים,,,,384000,
49,6237|623|62|6,1.623749.170,סעיף שאינו חוזר,,,,0,
43,6237|623|62|6,1.623743.181,מיסים וביטוח לאומי,,,,448000,
44,6237|623|62|6,1.623744.182,קופות גמל והשתלמות,,,,465000,
52,6237|623|62|6,1.623752.110,משכורת כוללת,,,,1522000,
58,6237|623|62|6,1.623758.124,החזר הוצאות,,,,98000,
51,6237|623|62|6,1.623751.126,הבראה,,,,76000,
52,6237|623|62|6,1.623752.127,השתתפות באחזקת רכב 0 15,,,,250000,
56,6237|623|62|6,1.623756.130,תשלומים מיוחדים,,,,283000,
55,6237|623|62|6,1.623755.170,סעיף שאינו חוזר,,,,0,
58,6237|623|62|6,1.623758.181,מיסים וביטוח לאומי,,,,289000,
59,6237|623|62|6,1.623759.182,קופות גמל והשתלמות,,,,362000,
02,6241|624|62|6,1.624102.110,משכורת כוללת,,,,866000,
08,6241|624|62|6,1.624108.124,החזר הוצאות,,,,43000,
01,6241|624|62|6,1.624101.126,הבראה,,,,31000,
02,6241|624|62|6,1.624102.127,השתתפות באחזקת רכב 0 5,,,,127000,
